HFSDDW
200	50	10
0	62	1	52	2	81	3	86	4	90	5	9	6	1	7	39	8	96	9	61
0	64	1	53	2	31	3	93	4	14	5	85	6	63	7	89	8	7	9	54
0	62	1	32	2	23	3	63	4	23	5	88	6	4	7	26	8	51	9	2
0	89	1	26	2	79	3	27	4	50	5	37	6	59	7	74	8	14	9	95
0	94	1	5	2	55	3	67	4	22	5	45	6	69	7	88	8	2	9	26
0	13	1	85	2	40	3	73	4	74	5	30	6	29	7	19	8	63	9	2
0	5	1	75	2	88	3	95	4	71	5	38	6	73	7	5	8	44	9	77
0	27	1	88	2	75	3	12	4	59	5	57	6	76	7	55	8	42	9	77
0	20	1	16	2	24	3	26	4	89	5	5	6	86	7	7	8	52	9	20
0	8	1	41	2	11	3	12	4	90	5	19	6	17	7	60	8	96	9	84
0	72	1	64	2	45	3	25	4	98	5	24	6	10	7	29	8	14	9	17
0	53	1	73	2	76	3	85	4	81	5	89	6	52	7	62	8	6	9	66
0	52	1	67	2	52	3	24	4	69	5	85	6	78	7	64	8	21	9	41
0	41	1	17	2	59	3	57	4	6	5	56	6	70	7	98	8	27	9	66
0	94	1	57	2	92	3	36	4	67	5	34	6	64	7	26	8	30	9	2
0	67	1	55	2	54	3	30	4	33	5	6	6	12	7	22	8	56	9	14
0	46	1	46	2	8	3	73	4	76	5	37	6	15	7	20	8	80	9	26
0	19	1	53	2	36	3	40	4	71	5	94	6	74	7	17	8	57	9	35
0	22	1	52	2	34	3	20	4	73	5	86	6	62	7	29	8	25	9	99
0	44	1	49	2	43	3	14	4	21	5	49	6	49	7	19	8	59	9	30
0	20	1	45	2	45	3	4	4	82	5	14	6	19	7	15	8	58	9	39
0	31	1	94	2	65	3	21	4	91	5	93	6	12	7	88	8	1	9	90
0	74	1	86	2	94	3	80	4	81	5	70	6	11	7	22	8	19	9	23
0	45	1	56	2	58	3	27	4	16	5	76	6	8	7	31	8	37	9	60
0	67	1	47	2	70	3	86	4	69	5	50	6	84	7	22	8	22	9	27
0	38	1	61	2	19	3	69	4	55	5	34	6	50	7	65	8	23	9	13
0	4	1	97	2	95	3	36	4	93	5	75	6	37	7	38	8	6	9	15
0	86	1	81	2	52	3	41	4	24	5	27	6	16	7	9	8	12	9	32
0	85	1	88	2	1	3	92	4	84	5	83	6	38	7	88	8	71	9	81
0	27	1	42	2	8	3	24	4	56	5	69	6	52	7	35	8	92	9	94
0	13	1	46	2	16	3	7	4	41	5	57	6	9	7	78	8	45	9	29
0	18	1	41	2	53	3	90	4	28	5	15	6	97	7	4	8	51	9	11
0	38	1	48	2	67	3	24	4	88	5	44	6	73	7	29	8	84	9	54
0	75	1	81	2	17	3	18	4	20	5	40	6	73	7	93	8	51	9	28
0	74	1	59	2	43	3	43	4	64	5	85	6	89	7	18	8	96	9	42
0	72	1	48	2	83	3	82	4	56	5	64	6	78	7	92	8	19	9	97
0	83	1	80	2	94	3	91	4	53	5	37	6	25	7	36	8	71	9	87
0	42	1	5	2	53	3	23	4	36	5	78	6	5	7	25	8	60	9	3
0	55	1	55	2	32	3	42	4	82	5	28	6	97	7	35	8	61	9	55
0	61	1	80	2	74	3	53	4	44	5	93	6	65	7	52	8	90	9	27
0	61	1	53	2	46	3	9	4	1	5	68	6	95	7	60	8	47	9	78
0	59	1	54	2	32	3	17	4	43	5	28	6	49	7	52	8	9	9	26
0	40	1	89	2	75	3	16	4	26	5	61	6	30	7	99	8	78	9	42
0	13	1	53	2	35	3	34	4	41	5	2	6	9	7	24	8	41	9	14
0	33	1	37	2	88	3	82	4	95	5	8	6	49	7	58	8	11	9	16
0	45	1	14	2	43	3	64	4	86	5	72	6	78	7	31	8	82	9	40
0	39	1	95	2	81	3	6	4	66	5	7	6	20	7	98	8	75	9	42
0	20	1	26	2	12	3	94	4	93	5	3	6	2	7	92	8	20	9	19
0	13	1	71	2	89	3	62	4	96	5	98	6	10	7	70	8	47	9	69
0	23	1	78	2	41	3	2	4	75	5	37	6	55	7	83	8	16	9	89
0	87	1	50	2	83	3	68	4	96	5	20	6	2	7	49	8	71	9	84
0	71	1	85	2	11	3	63	4	28	5	67	6	6	7	19	8	9	9	67
0	97	1	50	2	51	3	7	4	19	5	41	6	84	7	11	8	19	9	56
0	47	1	19	2	76	3	31	4	32	5	62	6	88	7	21	8	66	9	76
0	96	1	60	2	98	3	62	4	98	5	38	6	68	7	77	8	73	9	9
0	32	1	37	2	74	3	48	4	91	5	38	6	99	7	76	8	50	9	56
0	35	1	91	2	30	3	16	4	37	5	52	6	9	7	79	8	32	9	66
0	78	1	84	2	53	3	32	4	70	5	37	6	51	7	88	8	9	9	81
0	72	1	8	2	37	3	11	4	24	5	11	6	44	7	29	8	39	9	94
0	63	1	13	2	71	3	10	4	42	5	6	6	31	7	82	8	26	9	46
0	29	1	89	2	46	3	8	4	30	5	47	6	83	7	42	8	77	9	55
0	86	1	11	2	67	3	69	4	84	5	28	6	55	7	19	8	91	9	27
0	9	1	80	2	40	3	38	4	4	5	66	6	14	7	44	8	90	9	65
0	6	1	69	2	63	3	63	4	52	5	83	6	61	7	29	8	81	9	77
0	28	1	2	2	51	3	84	4	8	5	52	6	45	7	2	8	25	9	14
0	50	1	13	2	90	3	98	4	37	5	48	6	49	7	9	8	5	9	63
0	34	1	39	2	51	3	12	4	49	5	18	6	47	7	5	8	17	9	2
0	67	1	27	2	38	3	15	4	98	5	7	6	30	7	56	8	30	9	51
0	22	1	12	2	19	3	77	4	16	5	93	6	78	7	65	8	26	9	4
0	34	1	53	2	24	3	18	4	43	5	88	6	50	7	39	8	35	9	90
0	6	1	40	2	85	3	24	4	47	5	24	6	74	7	76	8	99	9	30
0	19	1	92	2	78	3	54	4	42	5	23	6	20	7	74	8	96	9	56
0	40	1	82	2	78	3	13	4	67	5	14	6	3	7	21	8	72	9	10
0	57	1	90	2	21	3	40	4	45	5	82	6	27	7	95	8	31	9	92
0	19	1	2	2	65	3	96	4	85	5	41	6	74	7	70	8	76	9	20
0	69	1	76	2	42	3	79	4	51	5	24	6	61	7	72	8	56	9	33
0	22	1	54	2	4	3	89	4	73	5	28	6	72	7	39	8	9	9	59
0	96	1	24	2	44	3	5	4	37	5	38	6	17	7	82	8	28	9	26
0	40	1	32	2	44	3	52	4	41	5	80	6	48	7	42	8	89	9	22
0	21	1	55	2	40	3	97	4	71	5	64	6	97	7	75	8	23	9	57
0	69	1	36	2	61	3	17	4	24	5	45	6	33	7	38	8	42	9	13
0	7	1	79	2	44	3	30	4	93	5	89	6	10	7	52	8	49	9	93
0	79	1	30	2	50	3	87	4	39	5	42	6	84	7	46	8	34	9	72
0	40	1	42	2	60	3	70	4	57	5	5	6	71	7	28	8	28	9	95
0	48	1	11	2	1	3	76	4	15	5	42	6	11	7	10	8	5	9	81
0	55	1	46	2	27	3	30	4	77	5	40	6	85	7	74	8	77	9	82
0	60	1	87	2	5	3	69	4	73	5	65	6	19	7	73	8	73	9	89
0	19	1	82	2	24	3	53	4	46	5	69	6	29	7	73	8	72	9	97
0	31	1	75	2	42	3	52	4	18	5	93	6	15	7	31	8	93	9	17
0	19	1	96	2	50	3	46	4	36	5	60	6	7	7	31	8	3	9	49
0	23	1	37	2	36	3	15	4	63	5	72	6	22	7	73	8	83	9	9
0	11	1	12	2	2	3	79	4	51	5	85	6	45	7	52	8	51	9	79
0	50	1	88	2	80	3	56	4	70	5	22	6	32	7	78	8	18	9	85
0	62	1	98	2	70	3	23	4	75	5	94	6	39	7	27	8	89	9	46
0	72	1	42	2	47	3	84	4	7	5	7	6	95	7	70	8	95	9	51
0	16	1	54	2	80	3	24	4	99	5	35	6	57	7	80	8	44	9	41
0	41	1	44	2	56	3	98	4	46	5	13	6	41	7	78	8	5	9	57
0	46	1	19	2	63	3	6	4	8	5	9	6	41	7	96	8	49	9	64
0	27	1	61	2	83	3	66	4	70	5	8	6	18	7	47	8	24	9	40
0	37	1	59	2	82	3	48	4	5	5	28	6	85	7	48	8	38	9	94
0	65	1	17	2	66	3	38	4	5	5	96	6	91	7	74	8	16	9	90
0	93	1	61	2	31	3	80	4	15	5	79	6	61	7	90	8	29	9	38
0	94	1	94	2	55	3	64	4	20	5	87	6	37	7	15	8	1	9	79
0	24	1	93	2	58	3	55	4	98	5	11	6	95	7	45	8	62	9	73
0	17	1	44	2	31	3	33	4	47	5	76	6	28	7	3	8	34	9	26
0	67	1	95	2	20	3	99	4	99	5	71	6	62	7	2	8	19	9	18
0	60	1	77	2	74	3	37	4	67	5	1	6	3	7	75	8	81	9	4
0	83	1	16	2	28	3	55	4	22	5	51	6	63	7	22	8	18	9	43
0	59	1	35	2	80	3	75	4	13	5	28	6	73	7	58	8	55	9	28
0	49	1	94	2	27	3	44	4	14	5	39	6	69	7	94	8	65	9	47
0	74	1	52	2	21	3	31	4	42	5	51	6	67	7	64	8	78	9	49
0	8	1	40	2	84	3	75	4	58	5	26	6	96	7	98	8	24	9	39
0	27	1	44	2	21	3	53	4	55	5	89	6	89	7	84	8	41	9	82
0	81	1	69	2	56	3	71	4	69	5	8	6	14	7	50	8	33	9	61
0	61	1	9	2	80	3	7	4	21	5	9	6	11	7	51	8	86	9	88
0	43	1	71	2	70	3	27	4	20	5	30	6	32	7	68	8	75	9	52
0	62	1	83	2	23	3	95	4	67	5	38	6	83	7	14	8	6	9	51
0	12	1	46	2	66	3	63	4	78	5	18	6	64	7	14	8	32	9	46
0	79	1	38	2	97	3	53	4	40	5	11	6	98	7	30	8	51	9	39
0	75	1	46	2	75	3	81	4	99	5	78	6	85	7	85	8	39	9	82
0	26	1	97	2	46	3	36	4	77	5	96	6	5	7	8	8	48	9	2
0	66	1	18	2	36	3	30	4	73	5	24	6	85	7	70	8	55	9	57
0	40	1	54	2	62	3	67	4	75	5	66	6	71	7	85	8	63	9	99
0	33	1	79	2	75	3	50	4	21	5	82	6	92	7	62	8	76	9	43
0	6	1	91	2	81	3	49	4	73	5	57	6	11	7	45	8	8	9	76
0	93	1	16	2	30	3	81	4	43	5	71	6	35	7	78	8	60	9	11
0	26	1	20	2	44	3	48	4	69	5	87	6	43	7	85	8	10	9	90
0	32	1	23	2	94	3	13	4	52	5	48	6	72	7	13	8	93	9	18
0	55	1	26	2	77	3	87	4	7	5	17	6	49	7	93	8	7	9	49
0	47	1	14	2	3	3	65	4	18	5	85	6	47	7	34	8	80	9	86
0	15	1	25	2	36	3	17	4	45	5	70	6	22	7	18	8	30	9	94
0	99	1	23	2	85	3	42	4	56	5	99	6	43	7	57	8	42	9	52
0	38	1	50	2	79	3	60	4	44	5	18	6	21	7	29	8	94	9	66
0	2	1	39	2	33	3	8	4	4	5	31	6	90	7	60	8	42	9	36
0	95	1	32	2	63	3	12	4	49	5	25	6	29	7	60	8	10	9	18
0	43	1	89	2	91	3	29	4	48	5	65	6	46	7	76	8	73	9	27
